#  Table all_hrc_june03.fits[1]  Thu 15:22:37 12-Jun-2003

#      WAVELENGTH           F220W           F250W           F330W           F435W           F475W           F550M           F555W           F606W           F625W           F775W           F814W          F850LP

           3295.5     1.040827E-4     0.005434663       0.1024001     6.282776E-7              0.     7.907744E-6              0.     6.274439E-6     3.842471E-6              0.              0.              0.
            3296.     1.038075E-4     0.005424247       0.1023535     6.277593E-7              0.     7.921275E-6              0.     6.260965E-6     3.836111E-6              0.              0.              0.
           3296.5     1.035323E-4     0.005413827       0.1023069     6.272408E-7              0.     7.934813E-6              0.     6.247486E-6     3.829750E-6              0.              0.              0.
            3297.     1.032569E-4     0.005403403       0.1022602     6.267222E-7              0.     7.948353E-6              0.     6.234000E-6     3.823386E-6              0.              0.              0.
           3297.5     1.029814E-4     0.005392973       0.1022135     6.262031E-7              0.     7.961898E-6              0.     6.220508E-6     3.817018E-6              0.              0.              0.
            3298.     1.027059E-4      0.00538254       0.1021668     6.256839E-7              0.     7.975449E-6              0.     6.207012E-6     3.810649E-6              0.              0.              0.
           3298.5     1.024302E-4     0.005372102       0.1021201     6.251644E-7              0.     7.989003E-6              0.     6.193509E-6     3.804276E-6              0.              0.              0.
            3299.     1.021543E-4     0.005361661       0.1020733     6.246447E-7              0.     8.002564E-6              0.     6.180001E-6     3.797901E-6              0.              0.              0.
           3299.5     1.018784E-4     0.005351214       0.1020265     6.241247E-7              0.     8.016127E-6              0.     6.166487E-6     3.791523E-6              0.              0.              0.
            3300.     1.016024E-4     0.005340763       0.1019797     6.236045E-7              0.     8.029696E-6              0.     6.152967E-6     3.785143E-6              0.              0.              0.
           3300.5     1.014593E-4     0.005330507       0.1020359     6.231074E-7              0.     8.043570E-6              0.     6.139672E-6     3.778900E-6              0.              0.              0.
            3301.     1.013162E-4     0.005320245       0.1020922     6.226099E-7              0.     8.057448E-6              0.     6.126369E-6     3.772655E-6              0.              0.              0.
           3301.5     1.011729E-4     0.005309978       0.1021484     6.221120E-7              0.     8.071334E-6              0.     6.113059E-6     3.766406E-6              0.              0.              0.
            3302.     1.010296E-4     0.005299706       0.1022047     6.216139E-7              0.     8.085223E-6              0.     6.099744E-6     3.760154E-6              0.              0.              0.
           3302.5     1.008863E-4     0.005289429       0.1022609     6.211156E-7              0.     8.099120E-6              0.     6.086420E-6     3.753899E-6              0.              0.              0.
            3303.     1.007428E-4     0.005279147       0.1023173     6.206170E-7              0.     8.113021E-6              0.     6.073091E-6     3.747640E-6              0.              0.              0.
           3303.5     1.005993E-4     0.005268859       0.1023736     6.201180E-7              0.     8.126929E-6              0.     6.059755E-6     3.741379E-6              0.              0.              0.
            3304.     1.004557E-4     0.005258566       0.1024299     6.196189E-7              0.     8.140842E-6              0.     6.046413E-6     3.735114E-6              0.              0.              0.
           3304.5     1.003120E-4     0.005248267       0.1024862     6.191192E-7              0.     8.154760E-6              0.     6.033062E-6     3.728845E-6              0.              0.              0.
            3305.     1.001683E-4     0.005237965       0.1025426     6.186197E-7              0.     8.168684E-6              0.     6.019707E-6     3.722574E-6              0.              0.              0.
           3305.5     1.000245E-4     0.005227656        0.102599     6.181196E-7              0.     8.182613E-6              0.     6.006344E-6     3.716300E-6              0.              0.              0.
            3306.     9.988061E-5     0.005217343       0.1026554     6.176192E-7              0.     8.196548E-6              0.     5.992975E-6     3.710022E-6              0.              0.              0.
           3306.5     9.973661E-5     0.005207023       0.1027118     6.171185E-7              0.     8.210488E-6              0.     5.979598E-6     3.703741E-6              0.              0.              0.
            3307.     9.959256E-5     0.005196698       0.1027682     6.166175E-7              0.     8.224434E-6              0.     5.966215E-6     3.697456E-6              0.              0.              0.
           3307.5     9.944845E-5      0.00518637       0.1028246     6.161164E-7              0.     8.238387E-6              0.     5.952826E-6     3.691169E-6              0.              0.              0.
            3308.     9.930424E-5     0.005176035       0.1028811     6.156148E-7              0.     8.252344E-6              0.     5.939430E-6     3.684878E-6              0.              0.              0.
           3308.5     9.915997E-5     0.005165695       0.1029376     6.151129E-7              0.     8.266306E-6              0.     5.926027E-6     3.678584E-6              0.              0.              0.
            3309.     9.901562E-5     0.005155351        0.102994     6.146109E-7              0.     8.280274E-6              0.     5.912616E-6     3.672287E-6              0.              0.              0.
           3309.5     9.887119E-5        0.005145       0.1030505     6.141084E-7              0.     8.294248E-6              0.     5.899200E-6     3.665986E-6              0.              0.              0.
            3310.     9.872669E-5     0.005134644       0.1031071     6.136058E-7              0.     8.308229E-6              0.     5.885778E-6     3.659683E-6              0.              0.              0.
           3310.5     9.857959E-5     0.005124153       0.1031645     6.130871E-7              0.     8.322001E-6              0.     5.872197E-6     3.653282E-6              0.              0.              0.
            3311.     9.843241E-5     0.005113655       0.1032219     6.125682E-7              0.     8.335776E-6              0.     5.858611E-6     3.646878E-6              0.              0.              0.
           3311.5     9.828517E-5     0.005103153       0.1032793     6.120490E-7              0.     8.349558E-6              0.     5.845018E-6     3.640472E-6              0.              0.              0.
            3312.     9.813786E-5     0.005092647       0.1033367     6.115294E-7              0.     8.363344E-6              0.     5.831419E-6     3.634063E-6              0.              0.              0.
           3312.5     9.799047E-5     0.005082136       0.1033942     6.110096E-7              0.     8.377134E-6              0.     5.817814E-6     3.627650E-6              0.              0.              0.
            3313.     9.784303E-5      0.00507162       0.1034516     6.104896E-7              0.     8.390931E-6              0.     5.804203E-6     3.621235E-6              0.              0.              0.
           3313.5     9.769552E-5     0.005061099       0.1035091     6.099693E-7              0.     8.404731E-6              0.     5.790588E-6     3.614817E-6              0.              0.              0.
            3314.     9.754793E-5     0.005050574       0.1035666     6.094488E-7              0.     8.418537E-6              0.     5.776965E-6     3.608396E-6              0.              0.              0.
           3314.5     9.740028E-5     0.005040044       0.1036241     6.089280E-7              0.     8.432347E-6              0.     5.763337E-6     3.601972E-6              0.              0.              0.
            3315.     9.725256E-5      0.00502951       0.1036817     6.084070E-7              0.     8.446163E-6              0.     5.749702E-6     3.595545E-6              0.              0.              0.
           3315.5     9.710478E-5     0.005018971       0.1037392     6.078856E-7              0.     8.459983E-6              0.     5.736061E-6     3.589116E-6              0.              0.              0.
            3316.     9.695692E-5     0.005008426       0.1037968     6.073639E-7              0.     8.473808E-6              0.     5.722414E-6     3.582682E-6              0.              0.              0.
           3316.5     9.680900E-5     0.004997878       0.1038543     6.068421E-7              0.     8.487638E-6              0.     5.708762E-6     3.576247E-6              0.              0.              0.
            3317.     9.666099E-5     0.004987325       0.1039119     6.063200E-7              0.     8.501473E-6              0.     5.695103E-6     3.569808E-6              0.              0.              0.
           3317.5     9.651294E-5     0.004976767       0.1039695     6.057977E-7              0.     8.515312E-6              0.     5.681439E-6     3.563367E-6              0.              0.              0.
            3318.     9.636481E-5     0.004966205       0.1040271     6.052750E-7              0.     8.529157E-6              0.     5.667768E-6     3.556923E-6              0.              0.              0.
           3318.5     9.621660E-5     0.004955637       0.1040847     6.047520E-7              0.     8.543006E-6              0.     5.654091E-6     3.550475E-6              0.              0.              0.
            3319.     9.606835E-5     0.004945065       0.1041424     6.042289E-7              0.     8.556860E-6              0.     5.640409E-6     3.544026E-6              0.              0.              0.
           3319.5     9.592000E-5     0.004934488          0.1042     6.037055E-7              0.     8.570719E-6              0.     5.626720E-6     3.537572E-6              0.              0.              0.
            3320.     9.577161E-5     0.004923907       0.1042577     6.031818E-7              0.     8.584582E-6              0.     5.613026E-6     3.531117E-6              0.              0.              0.
           3320.5     9.562400E-5     0.004893926       0.1042931     6.026632E-7              0.     8.598528E-6              0.     5.599375E-6     3.524689E-6              0.              0.              0.
            3321.     9.547634E-5     0.004863931       0.1043284     6.021444E-7              0.     8.612481E-6              0.     5.585719E-6     3.518260E-6              0.              0.              0.
           3321.5     9.532858E-5     0.004833923       0.1043638     6.016254E-7              0.     8.626437E-6              0.     5.572057E-6     3.511826E-6              0.              0.              0.
            3322.     9.518077E-5     0.004803903       0.1043992     6.011061E-7              0.     8.640399E-6              0.     5.558387E-6     3.505390E-6              0.              0.              0.
           3322.5     9.503289E-5      0.00477387       0.1044346     6.005864E-7              0.     8.654367E-6              0.     5.544712E-6     3.498951E-6              0.              0.              0.
            3323.     9.488491E-5     0.004743822       0.1044699     6.000665E-7              0.     8.668338E-6              0.     5.531031E-6     3.492509E-6              0.              0.              0.
           3323.5     9.473689E-5     0.004713762       0.1045053     5.995464E-7              0.     8.682315E-6              0.     5.517343E-6     3.486064E-6              0.              0.              0.
            3324.     9.458879E-5      0.00468369       0.1045408     5.990259E-7              0.     8.696297E-6              0.     5.503649E-6     3.479616E-6              0.              0.              0.
           3324.5     9.444063E-5     0.004653604       0.1045762     5.985053E-7              0.     8.710285E-6              0.     5.489949E-6     3.473165E-6              0.              0.              0.
            3325.     9.429238E-5     0.004623505       0.1046116     5.979842E-7              0.     8.724277E-6              0.     5.476243E-6     3.466710E-6              0.              0.              0.
           3325.5     9.414407E-5     0.004593392        0.104647     5.974630E-7              0.     8.738275E-6              0.     5.462530E-6     3.460253E-6              0.              0.              0.
            3326.     9.399569E-5     0.004563267       0.1046824     5.969416E-7              0.     8.752277E-6              0.     5.448811E-6     3.453793E-6              0.              0.              0.
           3326.5     9.384724E-5      0.00453313       0.1047178     5.964198E-7              0.     8.766286E-6              0.     5.435087E-6     3.447330E-6              0.              0.              0.
            3327.     9.369871E-5     0.004502978       0.1047533     5.958977E-7              0.     8.780298E-6              0.     5.421355E-6     3.440864E-6              0.              0.              0.
           3327.5     9.355012E-5     0.004472814       0.1047887     5.953754E-7              0.     8.794316E-6              0.     5.407618E-6     3.434394E-6              0.              0.              0.
            3328.     9.340145E-5     0.004442636       0.1048242     5.948527E-7              0.     8.808339E-6              0.     5.393874E-6     3.427922E-6              0.              0.              0.
           3328.5     9.325271E-5     0.004412446       0.1048596     5.943299E-7              0.     8.822368E-6              0.     5.380124E-6     3.421447E-6              0.              0.              0.
            3329.     9.310390E-5     0.004382242       0.1048951     5.938068E-7              0.     8.836400E-6              0.     5.366367E-6     3.414968E-6              0.              0.              0.
           3329.5     9.295504E-5     0.004352026       0.1049305     5.932834E-7              0.     8.850439E-6              0.     5.352605E-6     3.408487E-6              0.              0.              0.
            3330.     9.280608E-5     0.004321796        0.104966     5.927596E-7              0.     8.864483E-6              0.     5.338835E-6     3.402002E-6              0.              0.              0.
           3330.5     9.265712E-5     0.004291557       0.1049138     5.922361E-7              0.     8.878537E-6              0.     5.325065E-6     3.395518E-6              0.              0.              0.
            3331.     9.250809E-5     0.004261303       0.1048615     5.917123E-7              0.     8.892596E-6              0.     5.311286E-6     3.389029E-6              0.              0.              0.
           3331.5     9.235900E-5     0.004231037       0.1048092     5.911882E-7              0.     8.906663E-6              0.     5.297502E-6     3.382538E-6              0.              0.              0.
            3332.     9.220983E-5     0.004200757       0.1047568     5.906637E-7              0.     8.920731E-6              0.     5.283712E-6     3.376044E-6              0.              0.              0.
           3332.5     9.206057E-5     0.004170465       0.1047045     5.901391E-7              0.     8.934807E-6              0.     5.269915E-6     3.369546E-6              0.              0.              0.
            3333.     9.191127E-5      0.00414016       0.1046521     5.896142E-7              0.     8.948887E-6              0.     5.256113E-6     3.363046E-6              0.              0.              0.
           3333.5     9.176188E-5     0.004109841       0.1045996     5.890890E-7              0.     8.962972E-6              0.     5.242303E-6     3.356542E-6              0.              0.              0.
            3334.     9.161243E-5      0.00407951       0.1045472     5.885635E-7              0.     8.977063E-6              0.     5.228487E-6     3.350036E-6              0.              0.              0.
           3334.5     9.146291E-5     0.004049165       0.1044947     5.880377E-7              0.     8.991158E-6              0.     5.214666E-6     3.343526E-6              0.              0.              0.
            3335.     9.131332E-5     0.004018807       0.1044422     5.875117E-7              0.     9.005260E-6              0.     5.200838E-6     3.337015E-6              0.              0.              0.
           3335.5     9.116364E-5     0.003988435       0.1043896     5.869853E-7              0.     9.019364E-6              0.     5.187003E-6     3.330499E-6              0.              0.              0.
            3336.     9.101390E-5     0.003958052        0.104337     5.864588E-7              0.     9.033476E-6              0.     5.173163E-6     3.323980E-6              0.              0.              0.
           3336.5     9.086409E-5     0.003927655       0.1042844     5.859320E-7              0.     9.047591E-6              0.     5.159316E-6     3.317458E-6              0.              0.              0.
            3337.     9.071422E-5     0.003897244       0.1042318     5.854048E-7              0.     9.061712E-6              0.     5.145463E-6     3.310934E-6              0.              0.              0.
           3337.5     9.056427E-5     0.003866821       0.1041791     5.848775E-7              0.     9.075840E-6              0.     5.131604E-6     3.304406E-6              0.              0.              0.
            3338.     9.041424E-5     0.003836384       0.1041264     5.843498E-7              0.     9.089970E-6              0.     5.117739E-6     3.297876E-6              0.              0.              0.
           3338.5     9.026416E-5     0.003805934       0.1040736     5.838219E-7              0.     9.104107E-6              0.     5.103866E-6     3.291342E-6              0.              0.              0.
            3339.     9.011399E-5     0.003775472       0.1040209     5.832937E-7              0.     9.118249E-6              0.     5.089988E-6     3.284805E-6              0.              0.              0.
           3339.5     8.996376E-5     0.003744996       0.1039681     5.827653E-7              0.     9.132396E-6              0.     5.076105E-6     3.278266E-6              0.              0.              0.
            3340.     8.981345E-5     0.003714507       0.1039152     5.822365E-7              0.     9.146549E-6              0.     5.062213E-6     3.271723E-6              0.              0.              0.
           3340.5     8.966197E-5      0.00368396       0.1039116     5.817003E-7              0.     9.160593E-6              0.     5.048255E-6     3.265137E-6              0.              0.              0.
            3341.     8.951045E-5       0.0036534       0.1039079     5.811640E-7              0.     9.174644E-6              0.     5.034291E-6     3.258549E-6              0.              0.              0.
           3341.5     8.935884E-5     0.003622829       0.1039042     5.806273E-7              0.     9.188699E-6              0.     5.020320E-6     3.251958E-6              0.              0.              0.
            3342.     8.920717E-5     0.003592245       0.1039005     5.800904E-7              0.     9.202759E-6              0.     5.006344E-6     3.245363E-6              0.              0.              0.
           3342.5     8.905543E-5     0.003561648       0.1038968     5.795532E-7              0.     9.216824E-6              0.     4.992362E-6     3.238766E-6              0.              0.              0.
            3343.     8.890365E-5      0.00353104       0.1038931     5.790159E-7              0.     9.230894E-6              0.     4.978374E-6     3.232167E-6              0.              0.              0.
           3343.5     8.875177E-5     0.003500419       0.1038894     5.784783E-7              0.     9.244969E-6              0.     4.964380E-6     3.225564E-6              0.              0.              0.
            3344.     8.859984E-5     0.003469785       0.1038857     5.779403E-7              0.     9.259048E-6              0.     4.950381E-6     3.218958E-6              0.              0.              0.
           3344.5     8.844783E-5     0.003439139       0.1038819     5.774021E-7              0.     9.273132E-6              0.     4.936375E-6     3.212350E-6              0.              0.              0.
            3345.     8.829575E-5     0.003408481       0.1038782     5.768637E-7              0.     9.287220E-6              0.     4.922363E-6     3.205738E-6              0.              0.              0.
           3345.5     8.814361E-5      0.00337781       0.1038744     5.763250E-7              0.     9.301313E-6              0.     4.908345E-6     3.199124E-6              0.              0.              0.
            3346.     8.799141E-5     0.003347127       0.1038707     5.757860E-7              0.     9.315412E-6              0.     4.894321E-6     3.192507E-6              0.              0.              0.
           3346.5     8.783914E-5     0.003316432       0.1038669     5.752468E-7              0.     9.329514E-6              0.     4.880292E-6     3.185887E-6              0.              0.              0.
            3347.     8.768681E-5     0.003285725       0.1038631     5.747074E-7              0.     9.343624E-6              0.     4.866257E-6     3.179265E-6              0.              0.              0.
           3347.5     8.753438E-5     0.003255005       0.1038593     5.741675E-7              0.     9.357736E-6              0.     4.852215E-6     3.172639E-6              0.              0.              0.
            3348.     8.738192E-5     0.003224272       0.1038555     5.736276E-7              0.     9.371853E-6              0.     4.838168E-6     3.166010E-6              0.              0.              0.
           3348.5     8.722937E-5     0.003193528       0.1038517     5.730874E-7              0.     9.385976E-6              0.     4.824115E-6     3.159378E-6              0.              0.              0.
            3349.     8.707677E-5     0.003162771       0.1038479     5.725468E-7              0.     9.400102E-6              0.     4.810056E-6     3.152744E-6              0.              0.              0.
           3349.5     8.692408E-5     0.003132001        0.103844     5.720061E-7              0.     9.414234E-6              0.     4.795991E-6     3.146107E-6              0.              0.              0.
            3350.     8.677133E-5     0.003101219       0.1038402     5.714650E-7              0.     9.428370E-6              0.     4.781919E-6     3.139467E-6              0.              0.              0.
           3350.5     8.662105E-5     0.003070515       0.1038472     5.709404E-7              0.     9.442788E-6              0.     4.767981E-6     3.132915E-6              0.              0.              0.
            3351.     8.647069E-5     0.003039796       0.1038542     5.704153E-7              0.     9.457209E-6              0.     4.754037E-6     3.126360E-6              0.              0.              0.
           3351.5     8.632025E-5     0.003009063       0.1038612     5.698902E-7              0.     9.471638E-6              0.     4.740086E-6     3.119802E-6              0.              0.              0.
            3352.     8.616975E-5     0.002978316       0.1038682     5.693647E-7              0.     9.486072E-6              0.     4.726128E-6     3.113242E-6              0.              0.              0.
           3352.5     8.601914E-5     0.002947554       0.1038752     5.688388E-7              0.     9.500510E-6              0.     4.712163E-6     3.106676E-6              0.              0.              0.
            3353.     8.586848E-5     0.002916778       0.1038822     5.683126E-7              0.     9.514953E-6              0.     4.698190E-6     3.100108E-6              0.              0.              0.
           3353.5     8.571774E-5     0.002885989       0.1038892     5.677862E-7              0.     9.529404E-6              0.     4.684212E-6     3.093537E-6              0.              0.              0.
            3354.     8.556692E-5     0.002855186       0.1038962     5.672596E-7              0.     9.543861E-6              0.     4.670227E-6     3.086963E-6              0.              0.              0.
           3354.5     8.541603E-5     0.002824368       0.1039031     5.667326E-7              0.     9.558324E-6              0.     4.656236E-6     3.080386E-6              0.              0.              0.
            3355.     8.526506E-5     0.002793536       0.1039101     5.662054E-7              0.     9.572790E-6              0.     4.642237E-6     3.073805E-6              0.              0.              0.
           3355.5     8.511401E-5     0.002762689        0.103917     5.656777E-7              0.     9.587262E-6              0.     4.628231E-6     3.067220E-6              0.              0.              0.
            3356.     8.496289E-5     0.002731829        0.103924     5.651499E-7              0.     9.601741E-6              0.     4.614220E-6     3.060633E-6              0.              0.              0.
           3356.5     8.481169E-5     0.002700954       0.1039309     5.646217E-7              0.     9.616225E-6              0.     4.600201E-6     3.054043E-6              0.              0.              0.
            3357.     8.466043E-5     0.002670066       0.1039379     5.640933E-7              0.     9.630715E-6              0.     4.586175E-6     3.047448E-6              0.              0.              0.
           3357.5     8.450908E-5     0.002639164       0.1039448     5.635647E-7              0.     9.645211E-6              0.     4.572144E-6     3.040852E-6              0.              0.              0.
            3358.     8.435764E-5     0.002608246       0.1039517     5.630357E-7              0.     9.659711E-6              0.     4.558104E-6     3.034251E-6              0.              0.              0.
           3358.5     8.420613E-5     0.002577315       0.1039586     5.625062E-7              0.     9.674216E-6              0.     4.544057E-6     3.027647E-6              0.              0.              0.
            3359.     8.405456E-5      0.00254637       0.1039655     5.619767E-7              0.     9.688730E-6              0.     4.530005E-6     3.021040E-6              0.              0.              0.
           3359.5     8.390290E-5      0.00251541       0.1039724     5.614468E-7              0.     9.703248E-6              0.     4.515945E-6     3.014430E-6              0.              0.              0.
            3360.     8.375118E-5     0.002484437       0.1039793     5.609166E-7              0.     9.717771E-6              0.     4.501880E-6     3.007817E-6              0.              0.              0.
           3360.5     8.359784E-5     0.002475611        0.104013     5.603758E-7              0.     9.732121E-6              0.     4.487724E-6     3.001145E-6              0.              0.              0.
            3361.     8.344443E-5     0.002466782       0.1040467     5.598349E-7              0.     9.746478E-6              0.     4.473563E-6     2.994470E-6              0.              0.              0.
           3361.5     8.329094E-5     0.002457949       0.1040803     5.592935E-7              0.     9.760838E-6              0.     4.459396E-6     2.987793E-6              0.              0.              0.
            3362.     8.313741E-5     0.002449113        0.104114     5.587521E-7              0.     9.775205E-6              0.     4.445223E-6     2.981112E-6              0.              0.              0.
           3362.5     8.298377E-5     0.002440272       0.1041477     5.582102E-7              0.     9.789575E-6              0.     4.431042E-6     2.974429E-6              0.              0.              0.
            3363.     8.283008E-5     0.002431428       0.1041814     5.576681E-7              0.     9.803953E-6              0.     4.416856E-6     2.967742E-6              0.              0.              0.
           3363.5     8.267633E-5      0.00242258       0.1042151     5.571258E-7              0.     9.818335E-6              0.     4.402664E-6     2.961053E-6              0.              0.              0.
            3364.     8.252249E-5     0.002413727       0.1042488     5.565831E-7              0.     9.832719E-6              0.     4.388465E-6     2.954359E-6              0.              0.              0.
           3364.5     8.236860E-5     0.002404871       0.1042825     5.560403E-7              0.     9.847112E-6              0.     4.374261E-6     2.947663E-6              0.              0.              0.
            3365.     8.221462E-5     0.002396011       0.1043162     5.554971E-7              0.     9.861508E-6              0.     4.360049E-6     2.940965E-6              0.              0.              0.
           3365.5     8.206059E-5     0.002387148       0.1043499     5.549537E-7              0.     9.875911E-6              0.     4.345833E-6     2.934263E-6              0.              0.              0.
            3366.     8.190647E-5      0.00237828       0.1043836     5.544098E-7              0.     9.890317E-6              0.     4.331609E-6     2.927558E-6              0.              0.              0.
           3366.5     8.175228E-5     0.002369408       0.1044173     5.538658E-7              0.     9.904728E-6              0.     4.317379E-6     2.920850E-6              0.              0.              0.
            3367.     8.159802E-5     0.002360533       0.1044511     5.533216E-7              0.     9.919146E-6              0.     4.303143E-6     2.914140E-6              0.              0.              0.
           3367.5     8.144371E-5     0.002351654       0.1044848     5.527771E-7              0.     9.933568E-6              0.     4.288901E-6     2.907426E-6              0.              0.              0.
            3368.     8.128931E-5     0.002342771       0.1045185     5.522323E-7              0.     9.947996E-6              0.     4.274652E-6     2.900709E-6              0.              0.              0.
           3368.5     8.113484E-5     0.002333884       0.1045523     5.516872E-7              0.     9.962428E-6              0.     4.260398E-6     2.893989E-6              0.              0.              0.
            3369.     8.098030E-5     0.002324993        0.104586     5.511419E-7              0.     9.976865E-6              0.     4.246137E-6     2.887266E-6              0.              0.              0.
           3369.5     8.082570E-5     0.002316098       0.1046198     5.505963E-7              0.     9.991308E-6              0.     4.231869E-6     2.880541E-6              0.              0.              0.
            3370.     8.067102E-5       0.0023072       0.1046535     5.500503E-7              0.     1.000576E-5              0.     4.217596E-6     2.873812E-6              0.              0.              0.
           3370.5     8.051575E-5     0.002298283         0.10467     5.495006E-7              0.     1.002014E-5              0.     4.203289E-6     2.867061E-6              0.              0.              0.
            3371.     8.036043E-5     0.002289362       0.1046866     5.489507E-7              0.     1.003454E-5              0.     4.188976E-6     2.860308E-6              0.              0.              0.
           3371.5     8.020501E-5     0.002280437       0.1047031     5.484004E-7              0.     1.004893E-5              0.     4.174657E-6     2.853551E-6              0.              0.              0.
            3372.     8.004952E-5     0.002271508       0.1047196     5.478497E-7              0.     1.006333E-5              0.     4.160332E-6     2.846791E-6              0.              0.              0.
           3372.5     7.989397E-5     0.002262576       0.1047361     5.472990E-7              0.     1.007774E-5              0.     4.146001E-6     2.840029E-6              0.              0.              0.
            3373.     7.973835E-5      0.00225364       0.1047526     5.467479E-7              0.     1.009215E-5              0.     4.131663E-6     2.833264E-6              0.              0.              0.
           3373.5     7.958267E-5       0.0022447       0.1047691     5.461966E-7              0.     1.010657E-5              0.     4.117320E-6     2.826496E-6              0.              0.              0.
            3374.     7.942691E-5     0.002235756       0.1047856     5.456450E-7              0.     1.012099E-5              0.     4.102970E-6     2.819724E-6              0.              0.              0.
           3374.5     7.927109E-5     0.002226809       0.1048021     5.450931E-7              0.     1.013542E-5              0.     4.088615E-6     2.812951E-6              0.              0.              0.
            3375.     7.911521E-5     0.002217858       0.1048186     5.445410E-7              0.     1.014985E-5              0.     4.074254E-6     2.806174E-6              0.              0.              0.
           3375.5     7.895925E-5     0.002208903       0.1048351     5.439886E-7              0.     1.016428E-5              0.     4.059886E-6     2.799394E-6              0.              0.              0.
            3376.     7.880323E-5     0.002199945       0.1048516     5.434360E-7              0.     1.017873E-5              0.     4.045513E-6     2.792612E-6              0.              0.              0.
           3376.5     7.864714E-5     0.002190983       0.1048681     5.428830E-7              0.     1.019317E-5              0.     4.031133E-6     2.785825E-6              0.              0.              0.
            3377.     7.849097E-5     0.002182017       0.1048846     5.423299E-7              0.     1.020762E-5              0.     4.016748E-6     2.779037E-6              0.              0.              0.
           3377.5     7.833473E-5     0.002173047       0.1049011     5.417764E-7              0.     1.022208E-5              0.     4.002355E-6     2.772245E-6              0.              0.              0.
            3378.     7.817843E-5     0.002164074       0.1049176     5.412227E-7              0.     1.023654E-5              0.     3.987958E-6     2.765451E-6              0.              0.              0.
           3378.5     7.802207E-5     0.002155097       0.1049341     5.406687E-7              0.     1.025101E-5              0.     3.973554E-6     2.758654E-6              0.              0.              0.
            3379.     7.786563E-5     0.002146116       0.1049506     5.401144E-7              0.     1.026548E-5              0.     3.959144E-6     2.751853E-6              0.              0.              0.
           3379.5     7.770913E-5     0.002137131       0.1049671     5.395599E-7              0.     1.027995E-5              0.     3.944729E-6     2.745050E-6              0.              0.              0.
            3380.     7.755255E-5     0.002128142       0.1049835     5.390052E-7              0.     1.029443E-5              0.     3.930306E-6     2.738244E-6              0.              0.              0.
           3380.5     7.739755E-5     0.002119195       0.1049986     5.384615E-7              0.     1.030914E-5              0.     3.915962E-6     2.731492E-6              0.              0.              0.
            3381.     7.724245E-5     0.002110243       0.1050137     5.379175E-7              0.     1.032384E-5              0.     3.901609E-6     2.724737E-6              0.              0.              0.
           3381.5     7.708730E-5     0.002101288       0.1050288     5.373733E-7              0.     1.033856E-5              0.     3.887251E-6     2.717980E-6              0.              0.              0.
            3382.     7.693205E-5     0.002092328       0.1050439     5.368287E-7              0.     1.035328E-5              0.     3.872885E-6     2.711218E-6              0.              0.              0.
           3382.5     7.677673E-5     0.002083364       0.1050589     5.362838E-7              0.     1.036800E-5              0.     3.858513E-6     2.704454E-6              0.              0.              0.
            3383.     7.662136E-5     0.002074396        0.105074     5.357388E-7              0.     1.038273E-5              0.     3.844135E-6     2.697686E-6              0.              0.              0.
           3383.5     7.646588E-5     0.002065424        0.105089     5.351934E-7              0.     1.039747E-5              0.     3.829749E-6     2.690915E-6              0.              0.              0.
            3384.     7.631035E-5     0.002056448       0.1051041     5.346477E-7              0.     1.041221E-5              0.     3.815358E-6     2.684141E-6              0.              0.              0.
           3384.5     7.615473E-5     0.002047467       0.1051191     5.341016E-7              0.     1.042695E-5              0.     3.800958E-6     2.677364E-6              0.              0.              0.
            3385.     7.599905E-5     0.002038482       0.1051342     5.335554E-7              0.     1.044171E-5              0.     3.786553E-6     2.670584E-6              0.              0.              0.
           3385.5     7.584328E-5     0.002029494       0.1051492     5.330087E-7              0.     1.045646E-5              0.     3.772141E-6     2.663800E-6              0.              0.              0.
            3386.     7.568745E-5     0.002020501       0.1051643     5.324619E-7              0.     1.047123E-5              0.     3.757723E-6     2.657013E-6              0.              0.              0.
           3386.5     7.553153E-5     0.002011504       0.1051793     5.319148E-7              0.     1.048599E-5              0.     3.743297E-6     2.650223E-6              0.              0.              0.
            3387.     7.537555E-5     0.002002503       0.1051944     5.313674E-7              0.     1.050077E-5              0.     3.728866E-6     2.643430E-6              0.              0.              0.
           3387.5     7.521950E-5     0.001993498       0.1052094     5.308198E-7              0.     1.051555E-5              0.     3.714428E-6     2.636634E-6              0.              0.              0.
            3388.     7.506334E-5     0.001984488       0.1052244     5.302716E-7              0.     1.053033E-5              0.     3.699981E-6     2.629833E-6              0.              0.              0.
           3388.5     7.490713E-5     0.001975475       0.1052395     5.297234E-7              0.     1.054513E-5              0.     3.685530E-6     2.623031E-6              0.              0.              0.
            3389.     7.475085E-5     0.001966458       0.1052545     5.291748E-7              0.     1.055992E-5              0.     3.671072E-6     2.616224E-6              0.              0.              0.
           3389.5     7.459449E-5     0.001957436       0.1052695     5.286260E-7              0.     1.057472E-5              0.     3.656607E-6     2.609415E-6              0.              0.              0.
            3390.     7.443805E-5      0.00194841       0.1052846     5.280768E-7              0.     1.058953E-5              0.     3.642135E-6     2.602603E-6              0.              0.              0.
           3390.5     7.428136E-5     0.001939376       0.1053211     5.275261E-7              0.     1.060432E-5              0.     3.627648E-6     2.595781E-6              0.              0.              0.
